Marca temporal	Identidad de Género	Edad	Máximo nivel de formación	¿Qué carrera de grado estudiaste?	¿En qué tipo de universidad estudiaste tu carrera de grado?	País en el que trabajas	Provincia donde trabajas	Trabajo	Rubro de la empresa	¿Cuántos empleados tiene la empresa?	Origen del capital	¿Cuántas personas integran el área de RRHH?	¿En qué puesto trabajás?	Tipo de contratación	¿Cómo es tu jornada laboral?	¿Cuál es tu función principal en RRHH?	¿Cuántas personas tenés a cargo? (poné 0 si no tenés gente a cargo?)	¿Hace cuántos años trabajas en la empresa donde estás? (0 para menos de un año)	¿Hace cuántos años estás en tu puesto actual? (0 para menos de un año)	¿Cuántos años de experiencia tenés en RRHH?	¿Cuál es tu remuneración BRUTA MENSUAL en tu moneda local? (antes de impuestos y deducciones)	¿Qué beneficios tenés?	¿Recibís bonos?	¿Tuviste ajustes por inflación en 2021?	¿Cuál fue el porcentaje de aumento acumulado que tuviste en 2021?	Mes del último ajuste	¿Trabajás en proyectos independientes además de tu empleo?	¿Qué sistema de gestión de RRHH usan en tu empresa?	¿Cómo se llama el área en tu empresa?	¿Te exigieron saber un idioma extranjero (inglés, portugués, etc.) para entrar a trabajar en tu empresa?	¿Qué porcentaje del tiempo usas el idioma extranjero en tu puesto actual?	¿Qué tan satisfecho estás con tu empresa?	¿Estás buscando trabajo?	¿Qué beneficios te gustaría tener?	¿Cuál es la pregunta más bizarra que te han hecho/has hecho en una entrevista?	Definí a RRHH con una sola palabra	¿Te identificás como LGBTIQ+ (lesbiana, gay, bisexual, transexual, otra minoría sexual)?	En tu empresa puedes ser como realmente eres (por ej.: expresar abiertamente tu personalidad, tu identidad de género, orientación sexual, etc.).	¿Qué porcentaje aproximado del management de tu empresa son mujeres? (Entiéndase posiciones de Jefatura, de Gerencia, o de Dirección)	Es importante incorporar el lenguaje inclusivo en la organización.	¿Tenés alguna discapacidad?	¿En tu organización existe una línea segura o políticas definidas para actuar frente a situaciones de acoso o discriminación?	¿Sufriste alguna situación de acoso, abuso o de discriminación en algún trabajo?	¿Estás trabajando desde tu casa?	¿Cómo están planeando el regreso a las oficinas?	¿En qué mes está planificado el retorno de la mayoría de los empleados?	¿Cómo fue la decisión del esquema de teletrabajo a realizar?	Cantidad de días que se aplicará teletrabajo	Las nuevas contrataciones, ¿bajo qué modalidad ingresaron?	¿Qué tan satisfecho estás con la decisión de retornar a la oficina?	¿Cómo valorarías la gestión de tu empresa durante la pandemia del COVID?	¿Cómo estás registrado/a fiscalmente?	¿Hace cuántos años trabajás como freelance?	¿Dónde trabajás habitualmente? (sin considerar la coyuntura por COVID-19)	¿Exportás tus servicios?	Si exportás servicios, ¿a través de qué medios de pago recibís los pagos del exterior?	¿Aceptás pagos en cuotas?	¿Trabajás con otros freelancers de tu mismo rubro?	¿Tu servicio principal está relacionado con búsqueda y selección?	¿Te dedicás principalmente a realizar búsquedas de IT/Tecnología?	¿Trabajás a riesgo?	¿Cuál es el coeficiente que cobrás por tus servicios?	El coeficiente lo calculás sobre:	¿Ofrecés garantía?	¿Cuál es el servicio principal que brindas? (si brindás más de un servicio, elegí el que más ingresos genere)	¿Cuál es el valor hora promedio que ofrecés? (moneda local)
31/10/2021 21:53:01	Mujer cis	36 - 40	Diplomado de posgrado completo	Psicología	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Freelance																																												Monotributista	7	Casa	No	N/A	No	No	Si	No	No	134640	Remuneración anual del ingresante	No ofrezco garantía		
31/10/2021 21:55:32	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Costa Rica		Relación de Dependencia	Alimentación, bebidas	10.001 o más	Multinacional	3	HRBP	Plazo Fijo	Full time	Generalista	0	3	3	17	600000	Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Home office, Seguro de vida (adicionales a los de ley)	Un sueldo	1 solo	1.8	Octubre	No	SAP / SuccessFactors	Recursos Humanos	No	0%	5	Sí, activamente	Salario comprtitivo	Xxx	Vocacion	No	Ni de acuerdo ni en desacuerdo	20%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	Si	Si	Mixto	No esta definido	De la empresa	3 días	Mixta	Algo insatisfecho	5															
31/10/2021 22:51:04	Mujer cis	36 - 40	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Petróleo y producción de gas, refinación de petróleo	101 - 250	Multinacional	6	Director	Indeterminado	Full time	Generalista	6	0	0	15	480000	Medicina prepaga / Plan de salud, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Home office, Idiomas	Dos sueldos	2 ajustes	42	Octubre	No	SAP / SuccessFactors	People & Culture	Si	50%	4	No,  pero escucho ofertas	Flex time		Personas	No	Prefiero no responder	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No se	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Noviembre 2021	De la empresa	2 días	No hubo ingresos	Muy satisfecho	3															
31/10/2021 23:01:07	Mujer cis	36 - 40	Universitario completo	Administración de Empresas	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de salud	1.001 - 2.500	Multinacional	9	HRBP	Indeterminado	Full time	Generalista	1	4	4	7	96000	Medicina prepaga / Plan de salud, Abono de celular, Home office	No recibo bono	1 solo	19	Abril	No	SAP / SuccessFactors	Recursos Humanos	Si	20%	2	Sí, activamente			Servicio	No	Ni de acuerdo ni en desacuerdo	20%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No se	No																							
31/10/2021 23:01:16	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Uruguay		Relación de Dependencia	Otros	101 - 250	Multinacional	2	Analista	Indeterminado	Full time	Reclutamiento y selección	0	1	1	5	61800	No tengo beneficios adicionales	No recibo bono	1 solo	3	Enero	No	No tenemos sistema de gestión	Desarrollo de personas	Si	20%	3	No estoy buscando cambiar	Horarios felixibles - felixibilziar con teletrabajo 		Complejo	No	Ni de acuerdo ni en desacuerdo	60%	En desacuerdo	No tengo ninguna discapacidad	No se	Si	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Algo satisfecho	5															
31/10/2021 23:16:53	Hombre cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Costa Rica		Relación de Dependencia	Comercio	10.001 o más	Multinacional	100	Auxiliar 	Indeterminado	Full time	Relaciones laborales	0	0	0	2	370000	Tarjeta de descuento, Home office	No recibo bono	No tuve ajustes	0	Enero	Si, en emprendimiento relacionado con RRHH	SAP / SuccessFactors																																						
31/10/2021 23:35:48	Mujer cis	25 - 30	Universitario completo	Administración de Empresas	Universidad Privada	Costa Rica		Relación de Dependencia	Otros	1 - 50	Multinacional	2	Analista	Plazo Fijo	Full time	Generalista	0	1	1	2	600000	Horarios flexibles	No recibo bono	No tuve ajustes	0		No	Zeus	Talento Humano	No		3	Sí, activamente	Work from other Offices/places		Servicio	No	Ni de acuerdo ni en desacuerdo	10%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Presencial 100%	Ya volvimos 100%	De la empresa	1 día	Presencial	Algo satisfecho	4															
31/10/2021 23:45:08	Mujer cis	25 - 30	Universitario en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de correos y de telecomunicaciones	5.001 - 10.000	Nacional	20	Analista	Indeterminado	Full time	Generalista	0	1	1	5	93000	Medicina prepaga / Plan de salud, Home office	No recibo bono	1 solo	23	Agosto	No	Nexus, Avature	Recursos Humanos	No	0%	3	Sí, activamente	Viernes flex, mas días de home office		Tiempo de mejora	Prefiero no responder	Ni de acuerdo ni en desacuerdo	40%	En desacuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	En evaluación	No esta definido	De la empresa	2 días	Mixta	Muy instatisfecho	3															
31/10/2021 23:58:21	Mujer cis	25 - 30	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Servicios de salud	251 - 500	Nacional	2	Responsable	Indeterminado	Full time	Generalista	1	5	5	7	160000	Abono de celular, Combustible	Un sueldo	3 o más ajustes	35	Noviembre	Si, en emprendimiento no relacionado con RRHH	Bejerman	Recursos Humanos	No	0%	4	No estoy buscando cambiar	Home office 	Ninguna, solo una vez se levanto una persona de una entrevista grupal y se fue 	Estrategia 	No	Ni de acuerdo ni en desacuerdo	60%	De acuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	No aplica / Prefiero no responder	5															
1/11/2021 0:44:51	Mujer cis	36 - 40	Universitario completo	Psicología	Universidad Privada	Costa Rica		Relación de Dependencia	Comercio	101 - 250	Nacional	4	Analista	Indeterminado	Full time	Reclutamiento y selección	0	4	4	10	1000000	Horarios flexibles, Licencias extendidas, Home office	No recibo bono	1 solo	1	Enero	No	SAP / SuccessFactors																																						
1/11/2021 1:55:20	Mujer cis	25 - 30	Universitario completo	Administración de Hoteles y Restaurantes 	Universidad Privada	Costa Rica		Relación de Dependencia	Comercio	501 - 1.000	Multinacional	3	Administrativo	Indeterminado	Full time	Asistente administrativo 	0	8	3	3	470000	Tarjeta de descuento, Abono de celular	Un sueldo	No tuve ajustes	0	Enero	Si, en emprendimiento relacionado con RRHH	Soin	Recursos Humanos	No	40%	2	Sí, activamente	Programas de capacitación, seguros médicos, plan de carrera	Cuantos hijos planeas tener? 	Engranaje 	Si	Ni de acuerdo ni en desacuerdo	40%	Totalmente de acuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	En evaluación	No esta definido	De la empresa	No aplica	Presencial	Algo insatisfecho	4															
1/11/2021 2:50:52	Hombre cis	36 - 40	Universitario completo	Ingeniería Industrial	Universidad Privada	Costa Rica		Relación de Dependencia	Agricultura, plantaciones, otros sectores rurales	5.001 - 10.000	Multinacional	35	Superintendente 	Indeterminado	Full time	RH y Gestión ( RH, RL, SO, CERTIFICACIONES 	5	11	5	7	1680000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Combustible, Comedor / Almuerzos	Un sueldo	1 solo	5	Agosto	No	HRIS																																						
1/11/2021 7:49:21	Hombre cis	31 - 35	Maestría en curso	Ingeniería Industrial	Universidad Pública	Guatemala		Relación de Dependencia	Alimentación, bebidas	5.001 - 10.000	Nacional	20	Gerente	Indeterminado	Full time	Compensaciones y beneficios	2	2	2	6	38500	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Préstamos, Seguro de vida (adicionales a los de ley)	Un sueldo	1 solo	5	Mayo	Si, en emprendimiento no relacionado con RRHH	SAP / SuccessFactors	Capital Humano	No	20%	4	No,  pero escucho ofertas				No	Ni de acuerdo ni en desacuerdo	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	No aplica	De la empresa		Mixta	No aplica / Prefiero no responder	3															
1/11/2021 9:30:31	Mujer cis	36 - 40	Terciario abandonado	No estudié en la Universidad	No estudié en la Universidad	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	10.001 o más	Multinacional	300	Analista	Contractor (para otros países)	Full time	Reclutamiento y selección	0	0	0	1	95810	Medicina prepaga / Plan de salud	No recibo bono	1 solo	8	Octubre	No	Workday	Recursos Humanos	Si	30%	2	Sí, activamente	Ajustes por inflacion, prepaga, reintegro por conectividdad, gimnasio. 	Como test, me pidieron que haga una busqueda y que escribiese los pasos exactos, para una posicion que la empresa tenia abiera en ese momento y claramente no estaban pudiendo encontrar.	Subestimado	No	Totalmente de acuerdo	60%	Totalmente de acuerdo	Obesidad	No	No	Si	En evaluación	No esta definido	De la empresa	No aplica	Teletrabajo	Algo insatisfecho	5															
1/11/2021 10:02:59	Mujer cis	41 - 45	Diplomado de posgrado completo	Psicología	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	1.001 - 2.500	Nacional	22	Director	Indeterminado	Full time	Generalista	21	9	9	20	300	Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Frutas y snacks, Home office, Idiomas	Dos sueldos	2 ajustes	40	Julio	Si, en emprendimiento no relacionado con RRHH	HC Work	Capital Humano	No	40%	4	No,  pero escucho ofertas	combustible	no recuerdo 	Talento 	No	Totalmente de acuerdo	30%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	Si	Voy rotando entre la oficina y el teletrabajo	Mixto	Marzo 2022 en adelante	De la empresa	3 días	Mixta	Algo satisfecho	4															
1/11/2021 10:50:11	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Costa Rica		Relación de Dependencia	Comercio	51 - 100	Nacional	1	Responsable	Indeterminado	Full time	Todos los departamentos	55	0	5	5	800000	Horarios flexibles, Combustible, Idiomas	No recibo bono	No tuve ajustes	0		Si, en emprendimiento relacionado con RRHH	Codisa	Talento Humano	No		5	No,  pero escucho ofertas	Preparacion academica y plan de seguros		Pasión 																														
1/11/2021 10:57:13	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Salta	Relación de Dependencia	Servicios de consultoría	51 - 100	Nacional	2	Jefe	Indeterminado	Full time	Generalista	1	1	0	10	15000	No tengo beneficios adicionales	No recibo bono	2 ajustes	50	Junio	No	Tango	Talento Humano	No	0%	3	No,  pero escucho ofertas	bonos, flexibilidad	no recuerdo	gestion	No	Totalmente de acuerdo	50%	Totalmente en desacuerdo	Motriz	No	no en el actual	No	Mixto	Ya volvimos 100%	No aplica	2 días	Presencial	No aplica / Prefiero no responder	3															
1/11/2021 11:00:19	Mujer cis	25 - 30	Universitario en curso	Ciencias de la Comunicación 	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	251 - 500	Multinacional	5	Analista	Indeterminado	Full time	Comunicación interna	0	0	0	6	130000	Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Home office	Dos sueldos	2 ajustes	20	Octubre	No	Meta4	People & Culture 	Si	10%	3	No,  pero escucho ofertas	Reintegros por guardería/jardín, conectividad, viernes flex	Ninguna	Gestión 	No	Totalmente de acuerdo	40%	De acuerdo	No tengo ninguna discapacidad	Si	No	Si	En evaluación	No esta definido	De la empresa	A elección de cada empleado	Teletrabajo	No aplica / Prefiero no responder	4															
1/11/2021 11:37:49	Mujer cis	25 - 30	Maestría en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Salta	Relación de Dependencia	Servicios de salud	101 - 250	Nacional	2	Responsable	Indeterminado	Full time	Generalista	1	6	22	7	90000	No tengo beneficios adicionales	No recibo bono	3 o más ajustes	45	Septiembre	No	Digio																																						
1/11/2021 11:44:03	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Tecnologías de información	51 - 100	Nacional	7	Analista	Monotributista	Full time	Reclutamiento y selección	0	0	0	2	40000	Horarios flexibles, Vacaciones extendidas, Home office, Idiomas	No recibo bono	No tuve ajustes	0		No	No tenemos sistema de gestión	Recursos Humanos	No	10%	4	No estoy buscando cambiar				No	De acuerdo	10%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Si	Remoto 100%	No aplica	No aplica	No aplica	Teletrabajo	No aplica / Prefiero no responder	5															
1/11/2021 11:50:07	Mujer cis	18 - 25	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Industrias químicas	10.001 o más	Multinacional	30	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	4	200.000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Seguro de vida (adicionales a los de ley)	Un sueldo	2 ajustes	50	Octubre	No	SAP / SuccessFactors	Recursos Humanos	Si	50%	4	No estoy buscando cambiar	Pago de posgrado o certificaciones. Pago de internet			No	De acuerdo		En desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	Enero 2022	De la empresa	4 días	Teletrabajo	Algo satisfecho	5															
1/11/2021 11:50:10	Mujer cis	25 - 30	Terciario completo	RRHH / RRLL / RRTT	Universidad Privada	Venezuela		Relación de Dependencia	Servicios de correos y de telecomunicaciones	501 - 1.000	Nacional	22	Responsable	Indeterminado	Full time	Compensaciones y beneficios	1	6	3	7	500	No tengo beneficios adicionales	No recibo bono	3 o más ajustes	400	Octubre	No	SAP / SuccessFactors	Recursos Humanos	No		3	Sí, activamente	Seguro de vida, actividades recreativas, capacitación	Que si llevo años en pareja, porque no he tenido hijos	Dinamismo	No	Ni de acuerdo ni en desacuerdo	20%	En desacuerdo	No tengo ninguna discapacidad	No	No																							
26/10/2021 20:37:56	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Construcción	251 - 500	Nacional	8	Analista	Indeterminado	Full time	People analytics	0	0	0	10	150000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Reintegros en capacitación	Un sueldo	1 solo	20	Octubre	Si, en emprendimiento no relacionado con RRHH	Enlatado propio																																						
1/11/2021 12:17:29	Mujer cis	18 - 25	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Servicios de consultoría	10.001 o más	Multinacional	60	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	1	80000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Frutas y snacks, Gimnasio, Home office, Idiomas, Posgrados, Préstamos, Reintegro en electricidad	Un sueldo	3 o más ajustes	30	Noviembre	No	SAP / SuccessFactors	Talent	Si	70%	5	No estoy buscando cambiar																																	
1/11/2021 13:19:06	Mujer cis	31 - 35	Diplomado de posgrado completo	Psicología	Universidad Pública	Uruguay		Relación de Dependencia	Tecnologías de información	1.001 - 2.500	Multinacional	32	HRBP	Indeterminado	Full time	Capacitación y desarrollo	1	0	0	10	150000	Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Home office, Reintegros en capacitación	No recibo bono	No tuve ajustes	0	Julio	No	No tenemos sistema de gestión	People &Culture	No	0%	4	No,  pero escucho ofertas	Balance laboral/familiar real	La hago ¿Si tuvieras que conocer a una persona, famosa en vida o no, quién sería y por qué?	Personas	No	De acuerdo	10%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	Si	Si	Mixto	No esta definido	De común acuerdo	A elección de cada empleado	Teletrabajo	No aplica / Prefiero no responder	4															
1/11/2021 13:32:56	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Costa Rica		Relación de Dependencia	Otros	5.001 - 10.000	Multinacional	8	Analista	Plazo Fijo	Full time	Reclutamiento y selección	0	0	0	2	1098340	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Charter / Servicio de transporte, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Préstamos, Seguro de vida (adicionales a los de ley)	No recibo bono	No tuve ajustes	0	Septiembre	No	Workday	Talento Humano	Si	80%	5	No,  pero escucho ofertas				No	Totalmente de acuerdo	60%	De acuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	No aplica	De común acuerdo	A elección de cada empleado	Teletrabajo	Algo satisfecho	5															
1/11/2021 13:47:49	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Relación de Dependencia	Servicios de correos y de telecomunicaciones	5.001 - 10.000	Multinacional	30	Analista	Indeterminado	Full time	Capacitación y desarrollo	0	3	2	6	117000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular	Dos sueldos	3 o más ajustes	40	Octubre	No	SAP / SuccessFactors																																						
1/11/2021 15:11:15	Mujer cis	25 - 30	Universitario en curso	Administración de Empresas	Universidad Pública	Costa Rica		Relación de Dependencia	Tecnologías de información	1.001 - 2.500	Multinacional	50	Administrativo	Plazo Fijo	Full time	Reclutamiento y selección	0	0	3	4	1400000	Medicina prepaga / Plan de salud, Home office, Seguro de vida (adicionales a los de ley)	No recibo bono	No tuve ajustes	0		No	Workday	Recursos Humanos	Si	70%	1	Sí, activamente	Home office, pago de internet, seguro privado, seguro de vida	NA	Departamento encargado de la satisfaccion del personal hacia la empresa	No	Totalmente de acuerdo	30%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	Si	Si	Mixto	No aplica	De común acuerdo	A elección de cada empleado	Teletrabajo	Muy instatisfecho	4															
1/11/2021 15:29:04	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Costa Rica		Relación de Dependencia	Servicios de salud	251 - 500	Multinacional	20	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	+4	1300000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Charter / Servicio de transporte, Equipamiento ergonómico de teletrabajo, Home office, Asociacion Solidarista, cobertura de medicamentos.	No recibo bono	No tuve ajustes	0		Si, en emprendimiento no relacionado con RRHH	Workday	Talent Acquisition - Global Talent Solutions	Si	90%	4	No estoy buscando cambiar	Bono, plan de seguro cubierto 100% por la empresa, menos dias de trabajo en la oficina, pago del internet en casa	Si seria promovido al siguiente nivel en los proximos 5-6 meses cuando obtuviera los años de experiencia requeridos para ese nivel	pasion	No	De acuerdo		Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	En evaluación	No aplica	No aplica	No aplica	Teletrabajo	No aplica / Prefiero no responder	4															
1/11/2021 15:54:52	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Comercio	501 - 1.000	Multinacional	5	Jefe	Indeterminado	Full time	Capacitación y desarrollo	0	10	8	13	210.000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office	Dos sueldos	2 ajustes	43	Octubre	No	SAP / SuccessFactors	Gestión de Personas	No	0%	3	No,  pero escucho ofertas	homeoffice	No recuerdo	Escucha	No	De acuerdo	30%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	No esta definido	De la empresa	No aplica	Teletrabajo	Muy instatisfecho	3															
1/11/2021 16:18:02	Hombre heterosexual	31 - 35	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Otros	1 - 50	Nacional	1	Analista	Indeterminado	Full time	Generalista	0	5	5	10	108.000	Medicina prepaga / Plan de salud, Seguro de vida (adicionales a los de ley)	No recibo bono	1 solo	15	Marzo	No	Cronox XXI fichadas	Recursos Humanos	No	0%	3	Sí, activamente	Bonos, evaluación de desempeño, adicionales por producción, descuentos en eventos, servicios en internet, etc	no recuerdo	gestión	No	De acuerdo	0%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No se	Si	Voy rotando entre la oficina y el teletrabajo	En evaluación	No esta definido	De común acuerdo	3 días	No hubo ingresos	Algo satisfecho	4															
